,CAD_INCIDENT_ID,INITIAL_CALL_TYPE,INITIAL_SEVERITY_LEVEL_CODE,INCIDENT_RESPONSE_SECONDS_QY,TIME
83,130160734,INJMIN,7,"2,076",201301
84,130161484,INJURY,5,973,201301
85,130162230,STAB,3,238,201301
86,130162978,CVA,4,524,201301
87,130163735,INJURY,5,291,201301
88,130170506,INBLED,3,384,201301
89,130171262,SICK,6,276,201301
90,130172025,CARD,3,723,201301
91,130172787,SICK,6,339,201301
92,130173550,DIFFBR,2,239,201301
93,130180417,INBLED,3,555,201301
94,130181199,ABDPN,5,432,201301
95,130181944,EDP,7,826,201301
96,130182717,MVAINJ,4,"2,104",201301
97,130183470,UNKNOW,4,918,201301
98,130190303,STNDBY,8,"16,094",201301
99,130191073,OBLAB,5,601,201301
100,130191841,SICK,6,553,201301
101,130192604,ABDPN,5,575,201301
102,130193352,UNKNOW,4,754,201301
103,130200407,UNKNOW,4,165,201301
104,130201165,UNC,2,403,201301
105,130201911,PEDSTR,3,188,201301
106,130202675,PEDSTR,3,309,201301
107,130203428,INJURY,5,385,201301
108,130210681,DRUG,4,514,201301
109,130211415,INJURY,5,104,201301
110,130212170,PEDSTR,3,462,201301
111,130212913,DIFFBR,2,406,201301
112,130220263,DRUG,4,224,201301
113,130221025,ASTHMB,2,392,201301
114,130221780,OBCOMP,2,322,201301
115,130222551,ABDPN,5,302,201301
116,130223316,INJURY,5,959,201301
117,130230320,CARD,3,371,201301
118,130231089,INJURY,5,458,201301
119,130231827,UNC,2,394,201301
120,130232583,DIFFBR,2,405,201301
121,130233356,SEIZR,3,250,201301
122,130240618,RESPIR,4,267,201301
123,130241362,SICK,6,754,201301
124,130242134,ARREST,1,249,201301
125,130242879,SICK,6,628,201301
126,130243657,PEDSTR,3,298,201301
127,130250750,INJURY,5,438,201301
128,130251498,SICK,6,319,201301
129,130252258,UNC,2,520,201301
130,130253018,UNKNOW,4,537,201301
131,130253772,OBMIS,4,464,201301
132,130260714,OBLAB,5,"1,715",201301
133,130261468,ABDPN,5,503,201301
134,130262237,SICK,6,633,201301
135,130262976,DIFFBR,2,888,201301
136,130270134,UNC,2,346,201301
137,130270903,SICK,6,157,201301
138,130271655,EDP,7,551,201301
139,130272418,INJURY,4,643,201301
140,130273174,EDP,7,0,201301
141,130280409,ABDPN,5,208,201301
142,130281177,DIFFBR,2,346,201301
143,130281924,DIFFBR,2,524,201301
144,130282683,DIFFBR,2,436,201301
145,130283437,ASTHMB,2,386,201301
146,130290284,ANAPH,2,357,201301
147,130291040,PEDSTR,3,281,201301
148,130291796,EDP,7,712,201301
149,130292560,PEDSTR,3,,201301
150,130293333,SICK,6,403,201301
151,130300124,UNKNOW,4,548,201301
152,130300880,CARD,3,492,201301
153,130301611,ABDPN,5,252,201301
154,130302380,OBLAB,5,702,201301
155,130303139,ABDPN,5,391,201301
156,130310048,ALTMEN,3,415,201301
157,130310818,SICK,6,421,201301
158,130311558,ARREST,1,568,201301
159,130312334,EDP,7,"1,034",201301
160,130313099,MVAINJ,4,570,201301
161,130320037,UNKNOW,4,659,201302
162,130320785,INJURY,5,"1,015",201302
163,130321514,PEDSTR,3,270,201302
164,130322278,INJURY,5,397,201302
165,130323033,EDP,7,628,201302
166,130323790,UNC,2,506,201302
167,130330699,DIFFBR,2,270,201302
168,130331451,SICK,6,287,201302
169,130332202,SICK,6,380,201302
170,130332959,DRUG,4,408,201302
171,130333715,UNKNOW,4,319,201302
172,130340692,ABDPN,5,256,201302
173,130341445,DRUG,4,309,201302
174,130342199,DIFFBR,2,268,201302
175,130342938,DRUG,4,348,201302
176,130350251,CARD,3,265,201302
177,130351015,INJURY,5,542,201302
178,130351758,RESPIR,4,"1,161",201302
179,130352546,INJURY,5,416,201302
180,130353299,SICPED,4,405,201302
181,130360047,UNC,2,240,201302
182,130360804,SICK,6,581,201302
183,130361553,SICK,6,486,201302
184,130362332,PEDSTR,3,355,201302
185,130363104,EDP,7,880,201302
186,130363861,INJURY,5,292,201302
187,130370721,INJURY,5,677,201302
188,130371460,INJURY,5,385,201302
189,130372220,SICK,6,110,201302
190,130372965,EDP,7,862,201302
191,130373724,INBLED,3,160,201302
192,130380685,SICK,6,381,201302
193,130381444,INJURY,5,386,201302
194,130382207,SICPED,4,465,201302
195,130382964,INJURY,5,432,201302
196,130383711,DRUG,4,597,201302
197,130390648,UNC,2,268,201302
198,130391388,MVAINJ,4,354,201302
199,130392148,ASTHMB,2,480,201302
200,130392894,CARD,3,418,201302
201,130400068,INJURY,5,435,201302
202,130400851,INJURY,5,671,201302
203,130401598,INJURY,5,968,201302
204,130402368,CARD,3,447,201302
205,130403120,INJURY,5,530,201302
206,130410272,UNKNOW,4,364,201302
207,130411038,GYNMAJ,3,462,201302
208,130411781,ALTMEN,3,459,201302
209,130412546,INJMIN,7,588,201302
210,130413325,ALTMEN,3,313,201302
211,130420499,SICK,6,453,201302
212,130421259,SICK,6,594,201302
213,130422014,DRUG,4,663,201302
214,130422779,RESPIR,4,404,201302
215,130423526,EDP,7,551,201302
216,130430017,DRUG,4,738,201302
217,130430767,UNKNOW,4,886,201302
218,130431521,SICPED,4,"2,045",201302
219,130432285,UNKNOW,4,768,201302
220,130433059,EDP,7,"1,196",201302
221,130433831,SEIZR,3,603,201302
222,130440727,CARD,3,558,201302
223,130441488,OBLAB,5,436,201302
224,130442253,SICK,6,416,201302
225,130443013,MVAINJ,4,"1,064",201302
226,130443774,ASTHMB,2,399,201302
227,130450668,PEDSTR,3,212,201302
228,130451406,INJURY,5,658,201302
229,130452162,SICK,6,676,201302
230,130452908,ABDPN,5,640,201302
231,130453672,OBLAB,5,189,201302
232,130460544,DRUG,4,255,201302
233,130461300,UNC,2,192,201302
234,130462051,SICK,6,735,201302
235,130462816,INJURY,5,888,201302
236,130463581,SICK,6,567,201302
237,130470259,SICK,6,414,201302
238,130471028,INJURY,4,222,201302
239,130471771,SICK,6,268,201302
240,130472529,OTHER,6,526,201302
241,130473282,SICK,6,385,201302
242,130480535,ALTMEN,3,372,201302
243,130481302,EDP,7,72,201302
244,130482069,DIFFBR,2,397,201302
245,130482818,SICK,6,441,201302
246,130490152,SICK,6,291,201302
247,130490898,CVA,4,200,201302
248,130491650,MVAINJ,4,277,201302
249,130492411,UNKNOW,4,354,201302
250,130493158,ANAPH,2,458,201302
251,130500540,DIFFBR,2,599,201302
252,130501295,OBCOMP,2,223,201302
253,130502043,ABDPN,5,"1,347",201302
254,130502812,ALTMEN,3,432,201302
255,130503558,DIFFBR,2,380,201302
256,130510679,MVAINJ,4,745,201302
257,130511421,ABDPN,5,"1,417",201302
258,130512165,UNKNOW,4,312,201302
259,130512921,INJURY,4,733,201302
260,130520044,DRUG,4,695,201302
261,130520832,SICK,6,382,201302
262,130521579,SICK,6,554,201302
263,130522340,SEIZR,3,135,201302
264,130523085,EDP,7,561,201302
265,130530357,INJURY,5,638,201302
266,130531113,SICK,6,569,201302
267,130531870,SICK,6,837,201302
268,130532627,INJURY,5,786,201302
269,130533396,OBCOMP,2,343,201302
270,130540455,INJMIN,7,745,201302
271,130541210,CARD,3,239,201302
272,130541971,ABDPN,5,"1,134",201302
273,130542732,CARD,3,128,201302
274,130543489,RESPIR,4,638,201302
275,130550754,INJURY,5,331,201302
276,130551505,SICK,6,356,201302
277,130552250,DIFFBR,2,216,201302
278,130553005,CARD,3,659,201302
279,130560332,ABDPN,5,314,201302
280,130561070,CARD,3,271,201302
281,130561819,ASTHMB,2,358,201302
282,130562591,EDP,7,"1,452",201302
283,130563340,DRUG,4,353,201302
284,130570298,STAB,3,219,201302
285,130571070,UNC,2,663,201302
286,130571804,UNKNOW,4,460,201302
287,130572577,INJURY,5,760,201302
288,130573317,CVA,4,390,201302
289,130580349,DIFFBR,2,295,201302
290,130581119,ABDPN,5,551,201302
291,130581872,SICK,6,225,201302
292,130582634,DIFFBR,2,185,201302
293,130583388,GYNMAJ,3,138,201302
294,130590560,SICK,6,719,201302
295,130591313,UNKNOW,4,407,201302
296,130592085,CVAC,2,235,201302
297,130592845,SEIZR,3,498,201302
298,130593603,DIFFBR,2,448,201302
299,130600598,EDP,7,324,201303
300,130601351,SICK,6,384,201303
301,130602108,OTHER,6,"1,526",201303
302,130602852,INJURY,5,271,201303
303,130603588,DRUG,4,"1,880",201303
304,130610436,RAPE,6,462,201303
305,130611209,STATEP,2,302,201303
306,130611955,SICK,6,378,201303
307,130612708,SICK,6,428,201303
308,130613466,OTHER,6,585,201303
309,130620512,DRUG,4,440,201303
310,130621304,ASTHMB,3,565,201303
311,130622073,OBLAB,5,"2,113",201303
312,130622822,DIFFBR,2,217,201303
313,130623574,ABDPN,5,533,201303
314,130630723,STATEP,2,454,201303
315,130631470,DRUG,4,737,201303
316,130632224,EDP,7,"2,389",201303
317,130632969,PEDSTR,3,494,201303
318,130633726,SICK,6,368,201303
319,130640707,SICK,6,417,201303
320,130641446,SICK,6,556,201303
321,130642205,EDP,7,"1,126",201303
322,130642971,INJURY,5,506,201303
323,130643714,CVAC,2,615,201303
324,130650542,ABDPN,5,353,201303
325,130651291,EDP,7,444,201303
326,130652039,DIFFBR,2,900,201303
327,130652788,EDP,7,,201303
328,130653535,ABDPN,5,587,201303
329,130660682,SICPED,4,498,201303
330,130661430,STATEP,2,346,201303
331,130662194,DIFFBR,2,396,201303
332,130662947,ASTHMB,2,,201303
333,130670159,EDP,7,324,201303
334,130670971,INJURY,5,514,201303
335,130671721,OBCOMP,2,428,201303
336,130672484,SICMIN,7,491,201303
337,130673238,SICK,6,424,201303
338,130680224,EDP,7,602,201303
339,130680995,INJMIN,7,885,201303
340,130681756,SICK,6,597,201303
341,130682532,INBLED,3,221,201303
342,130683293,DIFFBR,2,496,201303
343,130690170,CARD,3,211,201303
344,130690951,INJURY,5,403,201303
345,130691700,INJURY,5,,201303
346,130692458,STATEP,2,482,201303
347,130693213,STATEP,2,410,201303
348,130700449,INJURY,5,620,201303
349,130701204,UNKNOW,4,291,201303
350,130701955,ABDPN,5,"1,820",201303
351,130702716,DIFFBR,2,227,201303
352,130703468,EDP,7,733,201303
353,130710233,DIFFBR,2,331,201303
354,130711003,ABDPN,5,308,201303
355,130711756,ABDPN,5,"1,408",201303
356,130712519,UNC,2,571,201303
357,130713281,DRUG,4,226,201303
358,130720370,DRUG,4,296,201303
359,130721116,ASTHMB,2,663,201303
360,130721866,DIFFBR,2,403,201303
361,130722632,ABDPN,5,"1,390",201303
362,130723399,EDP,7,369,201303
363,130730236,CARD,3,234,201303
364,130731000,SICK,6,164,201303
365,130731742,DRUG,4,652,201303
366,130732511,DIFFBR,2,257,201303
367,130733271,UNKNOW,4,682,201303
368,130740368,CARD,3,278,201303
369,130741141,DIFFBR,2,254,201303
370,130741882,INBLED,3,267,201303
371,130742649,INJURY,5,609,201303
372,130743409,SICK,6,497,201303
373,130750221,DIFFBR,2,480,201303
374,130751012,DIFFBR,2,485,201303
375,130751762,INJURY,5,364,201303
376,130752540,SICK,6,665,201303
377,130753305,INJURY,5,208,201303
378,130760196,ABDPN,5,664,201303
379,130760984,EDP,7,418,201303
380,130761738,SICK,6,696,201303
381,130762504,ABDPN,5,236,201303
382,130763266,OTHER,6,500,201303
383,130770532,OBLAB,5,381,201303
384,130771267,SICPED,4,610,201303
385,130772012,INJURY,5,"2,615",201303
386,130772781,ABDPN,5,710,201303
387,130773549,CVAC,2,582,201303
388,130780434,ALTMEN,3,251,201303
389,130781194,UNKNOW,4,"1,098",201303
390,130781961,EDP,7,770,201303
391,130782722,DIFFBR,2,830,201303
392,130783483,INJURY,5,208,201303
393,130790640,SICK,6,438,201303
394,130791388,CARD,3,509,201303
395,130792150,DRUG,4,897,201303
396,130792894,SICK,6,,201303
397,130793639,DRUG,4,630,201303
398,130800593,INJURY,5,443,201303
399,130801330,DIFFBR,2,215,201303
400,130802090,MVAINJ,4,334,201303
401,130802855,DIFFBR,2,381,201303
402,130803623,CVA,4,415,201303
403,130810610,SICK,6,511,201303
404,130811350,EDP,7,278,201303
405,130812135,EDP,7,,201303
406,130812892,SICK,6,472,201303
407,130813640,UNC,2,306,201303
408,130820620,UNC,2,289,201303
409,130821372,ABDPN,5,332,201303
410,130822148,SICMIN,7,879,201303
411,130822904,INJURY,5,67,201303
412,130830176,DRUG,4,"1,240",201303
413,130830937,SICK,6,464,201303
414,130831684,ABDPN,5,457,201303
415,130832462,MVAINJ,4,329,201303
416,130833214,SICK,6,415,201303
417,130840451,INJURY,5,297,201303
418,130841212,INJURY,5,513,201303
419,130841959,ALTMEN,3,553,201303
420,130842725,INJURY,5,442,201303
421,130843478,ABDPN,5,583,201303
422,130850537,SICK,6,319,201303
423,130851292,CARD,3,399,201303
424,130852067,DRUG,4,"1,802",201303
425,130852835,INJURY,5,428,201303
426,130860062,EDP,7,867,201303
427,130860820,INJURY,5,611,201303
428,130861571,DRUG,4,464,201303
429,130862325,PEDSTR,3,197,201303
430,130863068,OTHER,6,478,201303
431,130870367,ABDPN,5,277,201303
432,130871126,OTHER,6,416,201303
433,130871883,MVAINJ,4,"1,072",201303
434,130872638,UNC,2,521,201303
435,130873387,ABDPN,5,700,201303
436,130880516,DIFFBR,2,418,201303
437,130881264,CARD,3,299,201303
438,130882023,DRUG,4,642,201303
439,130882786,INJURY,5,797,201303
440,130890045,CARD,3,370,201303
441,130890809,DRUG,4,611,201303
442,130891546,UNKNOW,4,218,201303
443,130892296,DIFFBR,2,390,201303
444,130893047,OTHER,6,452,201303
445,130900151,DRUG,4,537,201303
446,130900921,STATEP,2,481,201303
447,130901671,UNC,2,242,201303
448,130902414,SICK,4,659,201303
449,130903165,INJURY,5,883,201303
450,130910400,DIFFBR,2,563,201304
451,130911169,UNKNOW,4,,201304
452,130911918,INJURY,5,501,201304
453,130912679,DIFFBR,2,616,201304
454,130913433,SEIZR,3,393,201304
455,130920418,PEDSTR,3,297,201304
456,130921182,MVAINJ,4,288,201304
457,130921941,OTHER,6,809,201304
458,130922685,DIFFBR,2,651,201304
459,130930042,DRUG,4,408,201304
460,130930826,INJURY,5,447,201304
461,130931575,CVAC,2,435,201304
462,130932350,INJURY,5,"2,572",201304
463,130933093,UNC,2,231,201304
464,130940053,SICK,6,656,201304
465,130940811,OBLAB,5,484,201304
466,130941564,UNC,2,170,201304
467,130942324,INJURY,5,"2,032",201304
468,130943092,OTHER,6,187,201304
469,130943852,DRUG,4,455,201304
470,130950763,SICK,6,446,201304
471,130951507,CARD,3,516,201304
472,130952265,PEDSTR,3,176,201304
473,130953020,ASTHMB,2,211,201304
474,130953786,DRUG,4,204,201304
475,130960518,ABDPN,5,225,201304
476,130961295,INJURY,5,418,201304
477,130962104,UNKNOW,4,,201304
478,130962817,ABDPN,5,322,201304
479,130963597,UNC,2,688,201304
480,130970571,DIFFBR,2,428,201304
481,130971326,UNKNOW,4,435,201304
482,130972097,EDP,7,374,201304
483,130972852,SICK,6,857,201304
484,130973628,INJURY,5,729,201304
485,130980751,UNKNOW,4,985,201304
486,130981500,INJURY,5,642,201304
487,130982265,INJURY,5,216,201304
488,130983034,SICK,6,999,201304
489,130983783,DRUG,4,189,201304
490,130990419,DIFFBR,2,452,201304
491,130991174,SICK,6,,201304
492,130991942,UNC,2,753,201304
493,130992713,SICK,6,"1,751",201304
494,130993474,SICK,6,693,201304
495,131000091,EDP,7,395,201304
496,131000856,DRUG,4,441,201304
497,131001600,SICK,6,429,201304
498,131002388,CARD,3,694,201304
499,131003141,SICK,6,769,201304
500,131003898,UNC,2,744,201304
501,131010483,DRUG,4,,201304
502,131011261,INJMAJ,3,391,201304
503,131012021,ABDPN,5,"1,113",201304
504,131012793,EDP,7,891,201304
505,131013544,UNC,2,262,201304
506,131020450,OTHER,6,340,201304
507,131021218,INJURY,5,250,201304
508,131021976,RESPIR,4,384,201304
509,131022745,BURNMA,3,412,201304
510,131023510,DIFFBR,2,432,201304
511,131030313,SHOT,3,142,201304
512,131031087,EDP,7,620,201304
513,131031867,UNC,2,233,201304
514,131032633,STATEP,2,209,201304
515,131033386,SICK,6,541,201304
516,131040399,ARREST,1,514,201304
517,131041176,SICK,6,210,201304
518,131041932,MVAINJ,4,181,201304
519,131042671,DIFFBR,2,213,201304
520,131043427,UNKNOW,4,460,201304
521,131050580,SICMIN,7,"1,553",201304
522,131051320,SICK,6,"1,178",201304
523,131052092,CARD,3,452,201304
524,131052860,UNC,2,259,201304
525,131053625,SICK,6,524,201304
526,131060326,DRUG,4,,201304
527,131061096,ALTMEN,3,535,201304
528,131061834,EDP,7,648,201304
529,131062582,SICK,6,,201304
530,131063344,UNC,2,260,201304
531,131070232,UNKNOW,4,364,201304
532,131070984,ALTMEN,3,525,201304
533,131071730,INJURY,5,374,201304
534,131072505,SICK,6,"1,594",201304
535,131073262,INJURY,4,323,201304
536,131074022,EDP,7,760,201304
537,131080728,EDP,7,879,201304
538,131081473,INJMIN,7,"1,200",201304
539,131082225,SICK,6,485,201304
540,131082973,EDP,7,975,201304
541,131083722,SICK,6,"1,133",201304
542,131090661,SICK,6,338,201304
543,131091413,EDP,7,665,201304
544,131092160,INJURY,5,"3,353",201304
545,131092914,SICK,6,394,201304
546,131093691,EDP,7,350,201304
547,131100540,DRUG,4,380,201304
548,131101292,INJURY,5,268,201304
549,131102053,JUMPDN,2,564,201304
550,131102803,UNC,2,117,201304
551,131110031,ABDPN,5,393,201304
552,131110809,DIFFBR,2,259,201304
553,131111571,SICK,6,781,201304
554,131112330,INJURY,5,,201304
555,131113073,MVAINJ,4,332,201304
556,131120392,SEIZR,3,250,201304
557,131121149,SICK,6,481,201304
558,131121913,SICK,6,"2,004",201304
559,131122668,INJMAJ,3,367,201304
560,131123409,STATEP,2,741,201304
561,131130264,CARD,3,538,201304
562,131131024,INBLED,3,407,201304
563,131131760,INJURY,5,591,201304
564,131132536,SICK,6,427,201304
565,131133283,ABDPN,5,446,201304
566,131140374,MCI21P,2,152,201304
567,131141133,ABDPN,5,802,201304
568,131141879,SICK,6,"2,060",201304
569,131142650,INJURY,5,365,201304
570,131143407,UNC,2,326,201304
571,131150319,INJURY,5,307,201304
572,131151070,SICK,6,"1,277",201304
573,131151834,UNKNOW,4,428,201304
574,131152597,STNDBY,8,0,201304
575,131153354,DRUG,4,"1,144",201304
576,131160183,ABDPN,5,657,201304
577,131160936,SICK,6,"1,018",201304
578,131161683,MVAINJ,4,249,201304
579,131162454,DRUG,4,"1,584",201304
580,131163232,DRUG,4,314,201304
581,131170037,SICK,6,394,201304
582,131170805,MVAINJ,4,495,201304
583,131171577,ASTHMB,2,308,201304
584,131172337,INJURY,5,925,201304
585,131173087,UNC,2,294,201304
586,131180113,UNKNOW,4,"1,124",201304
587,131180899,SEIZR,3,301,201304
588,131181650,INJURY,5,597,201304
589,131182388,SICK,6,257,201304
590,131183150,DRUG,4,887,201304
591,131190375,INJURY,5,627,201304
592,131191178,INJURY,5,434,201304
593,131191899,SICK,6,"1,273",201304
594,131192660,EDP,7,"1,843",201304
595,131193404,INJURY,5,527,201304
596,131200295,INJURY,5,721,201304
597,131201059,CARD,3,,201304
598,131201803,DIFFBR,2,424,201304
599,131202570,UNKNOW,4,374,201304
600,131203334,INJURY,5,234,201304
601,131210370,PEDSTR,3,270,201305
602,131211132,DRUG,4,315,201305
603,131211872,SICK,6,471,201305
604,131212634,SICK,6,"2,931",201305
605,131213399,SICK,6,480,201305
606,131220322,INJMIN,7,704,201305
607,131221085,SICK,6,535,201305
608,131221833,UNKNOW,4,,201305
609,131222604,EDP,7,"2,820",201305
610,131223653,SICK,6,824,201305
611,131230032,SICK,6,384,201305
612,131230783,SICK,6,,201305
613,131231525,DRUG,4,425,201305
614,131232304,INJURY,5,958,201305
615,131233054,EDP,7,,201305
616,131234115,INJURY,5,954,201305
617,131240404,INJURY,5,202,201305
618,131241187,SICK,6,103,201305
619,131241941,INJURY,5,821,201305
620,131242699,INJURY,5,"1,078",201305
621,131243445,UNC,2,195,201305
622,131250326,CARD,3,131,201305
623,131251116,SEIZR,3,303,201305
624,131251859,DRUG,4,233,201305
625,131252641,EDP,7,388,201305
626,131253389,EDP,7,523,201305
627,131260200,SICK,6,347,201305
628,131260947,DIFFBR,2,276,201305
629,131261695,DIFFBR,2,407,201305
630,131262461,MVAINJ,4,787,201305
631,131263234,DIFFBR,2,582,201305
632,131263990,EDP,7,"2,910",201305
633,131270439,SICK,6,535,201305
634,131271212,INJURY,5,463,201305
635,131271972,DIFFBR,2,698,201305
636,131272741,ARREST,1,227,201305
637,131273502,EDP,7,974,201305
638,131280165,CARD,3,551,201305
639,131280931,ALTMEN,3,753,201305
640,131281677,SICK,6,"3,166",201305
641,131282450,DIFFBR,2,783,201305
642,131283198,EDP,7,547,201305
643,131283974,CARD,3,662,201305
644,131290718,MVAINJ,4,192,201305
645,131291479,INJURY,5,255,201305
646,131292232,UNKNOW,4,607,201305
647,131292976,SICK,6,631,201305
648,131293719,SICK,6,685,201305
649,131300528,DIFFBR,2,334,201305
650,131301293,SICK,6,355,201305
651,131302054,SICK,6,"5,212",201305
652,131302826,OBLAB,5,"1,141",201305
653,131303587,INBLED,3,376,201305
654,131304348,OTHER,6,429,201305
655,131310445,DIFFBR,2,287,201305
656,131311224,DRUG,4,357,201305
657,131311992,EDP,7,"1,499",201305
658,131312757,DIFFBR,2,348,201305
659,131313508,SICK,6,"2,634",201305
660,131320293,EDP,7,535,201305
661,131321064,DIFFBR,2,340,201305
662,131321807,INJURY,5,398,201305
663,131322575,MVAINJ,4,94,201305
664,131323341,INJURY,5,444,201305
665,131330226,OBMIS,4,515,201305
666,131330987,DIFFBR,2,524,201305
667,131331731,EDP,7,684,201305
668,131332500,SICK,6,956,201305
669,131333246,EDP,7,429,201305
670,131333985,INBLED,3,300,201305
671,131340698,MVAINJ,4,331,201305
672,131341429,INBLED,3,597,201305
673,131342186,INJURY,5,"1,545",201305
674,131342954,DRUG,4,486,201305
675,131343706,DRUG,4,501,201305
676,131350631,SICK,6,479,201305
677,131351374,EDP,7,411,201305
678,131352126,INJMIN,7,"5,846",201305
679,131352906,OTHER,6,,201305
680,131353660,SICK,6,963,201305
681,131360305,DIFFBR,2,302,201305
682,131361055,STAB,3,173,201305
683,131361806,CARD,3,150,201305
684,131362576,INJURY,5,577,201305
685,131363327,ARREST,1,254,201305
686,131364113,PEDSTR,3,198,201305
687,131370609,UNKNOW,4,,201305
688,131371356,INBLED,3,191,201305
689,131372119,SICK,4,"4,004",201305
690,131372892,SICK,6,452,201305
691,131373648,DRUG,4,417,201305
692,131380063,UNC,2,196,201305
693,131380820,EDP,7,381,201305
694,131381585,INJURY,5,340,201305
695,131382353,MVAINJ,4,244,201305
696,131383107,EDP,7,652,201305
697,131383867,UNKNOW,4,515,201305
698,131390709,INJURY,5,322,201305
699,131391455,DIFFBR,2,213,201305
700,131392213,INJURY,5,381,201305
701,131392970,DIFFBR,2,466,201305
702,131400244,SICK,6,595,201305
703,131400999,UNC,2,417,201305
704,131401736,SICK,6,294,201305
705,131402514,SEIZR,3,456,201305
706,131403296,PEDSTR,3,707,201305
707,131404056,SICK,6,686,201305
708,131410294,DIFFBR,2,,201305
709,131411113,ASTHMB,2,279,201305
710,131411857,INJURY,5,"1,344",201305
711,131412625,INJMIN,7,"3,041",201305
712,131413404,RESPIR,4,999,201305
713,131414160,SICK,6,153,201305
714,131420375,SICMIN,7,560,201305
715,131421117,SICK,6,880,201305
716,131421873,INJURY,5,"1,221",201305
717,131422643,INJURY,5,"1,211",201305
718,131423409,INJURY,5,759,201305
719,131430107,SICPED,4,"1,266",201305
720,131430860,INJURY,5,55,201305
721,131431597,AMPMAJ,3,358,201305
722,131432369,EDP,7,949,201305
723,131433144,DRUG,4,"1,547",201305
724,131433926,UNKNOW,4,456,201305
725,131440486,UNKNOW,4,610,201305
726,131441239,SICPED,4,396,201305
727,131441998,ALTMEN,3,373,201305
728,131442769,INJURY,5,"3,058",201305
729,131443524,UNC,2,452,201305
730,131450409,EDP,7,"1,215",201305
731,131451177,CARD,3,80,201305
732,131451934,SEIZR,3,161,201305
733,131452688,UNC,2,320,201305
734,131453445,UNC,2,175,201305
735,131460711,SICK,6,436,201305
736,131461466,EDP,7,596,201305
737,131462212,STATEP,2,444,201305
738,131462968,RESPIR,4,375,201305
739,131470113,DRUG,4,433,201305
740,131470895,DIFFBR,2,283,201305
741,131471649,ABDPN,5,260,201305
742,131472425,INJURY,5,368,201305
743,131473191,DRUG,4,239,201305
744,131480156,SICK,6,737,201305
745,131480915,SICK,6,592,201305
746,131481666,EDP,7,"1,237",201305
